model,model_tag,attack,eps,feature_name,mean_abs_delta_raw,std_abs_delta_raw,min_abs_delta_raw,max_abs_delta_raw,mean_abs_delta_raw_flipped,std_abs_delta_raw_flipped,feature_rank
LSTM,lstm,PGD,0.05,Std,10.502980145996313,0.3868631128821689,3.921092854852759e-07,10.525643637098256,10.494896879701962,0.4628557860655609,7
LSTM,lstm,PGD,0.05,Number,4.428134079803153,0.4601869472140142,1.6763806343078613e-07,4.500001072883606,4.365873666785027,0.6334461563879151,8
LSTM,lstm,PGD,0.05,Header_Length,0.6016278058849576,0.02970670522537428,0.0,0.6040001401901236,0.6004372759629167,0.03642942210974083,9
LSTM,lstm,PGD,0.05,Protocol Type,0.5481279557782411,0.02519613457093837,2.0489096641540527e-08,0.5500001311302185,0.5475858061262667,0.030036625914982924,10
LSTM,lstm,PGD,0.05,ack_count,0.3446531756186858,0.03574739383964735,1.30385160446167e-08,0.35000133514404297,0.33175120412290676,0.06536866268224695,11
LSTM,lstm,PGD,0.05,Min,0.2934505802473426,0.03697678043459164,1.1175870895385742e-08,0.300018310546875,0.27854831981370626,0.0670815623848489,12
LSTM,lstm,PGD,0.05,Time_To_Live,0.09511264326616925,0.005070502062429525,3.5576590562413912e-09,0.0955060119740665,0.09486902103657802,0.006947151078696946,13
LSTM,lstm,PGD,0.05,UDP,0.049887361515797674,0.0019258699221168562,1.862645149230957e-09,0.050000011920928955,0.049720237382708726,0.003093586074227467,14
LSTM,lstm,PGD,0.05,fin_flag_number,0.049886027414351705,0.0019461439743216904,1.862645149230957e-09,0.050000011920928955,0.04978235780015602,0.0025775543046273374,15
LSTM,lstm,PGD,0.05,IGMP,0.04988278583761305,0.001993145606059233,1.862645149230957e-09,0.05000000074505806,0.049808942563866254,0.002635960075395125,16
LSTM,lstm,PGD,0.05,psh_flag_number,0.04987349653571844,0.0020257680818765366,1.862645149230957e-09,0.050000011920928955,0.04978580585277458,0.0028135678136634056,17
